level,word,quiz_sentence
4,subordinate,She had been his <blank> for five years.
4,subordinate,His <blank> role had frustrated him.
4,subordinate,The <blank> had been given the task.
4,subordinate,She had refused to be <blank> to anyone.
4,subordinate,The <blank> position had been accepted reluctantly.
4,subordinate,His <blank> had been loyal throughout.
4,subordinate,The <blank> issue had been set aside.
4,subordinate,She had treated her <blank>s with respect.
4,subordinate,The <blank> had reported the theft.
4,subservient,The <blank> attitude had made her uncomfortable.
4,subservient,She had refused to be <blank> to his demands.
4,subservient,His <blank> manner had been a mask.
4,subservient,The <blank> role had been forced upon her.
4,subservient,She had found the <blank> tone degrading.
4,subservient,The <blank> press had printed every word.
4,subservient,His <blank> behaviour had been noted.
4,subservient,The <blank> position had been accepted for the sake of the children.
4,subservient,She had been <blank> for too long.
4,subservient,The <blank> nod had been automatic.
4,substantial,The <blank> meal had satisfied everyone.
4,substantial,She had received a <blank> inheritance.
4,substantial,His <blank> contribution had been acknowledged.
4,substantial,The <blank> building had survived the blast.
4,substantial,She had made <blank> progress in a short time.
4,substantial,The <blank> majority had voted in favour.
4,substantial,His <blank> frame had filled the doorway.
4,substantial,The <blank> evidence had been presented.
4,substantial,She had been offered a <blank> raise.
4,substantial,The <blank> sum had been paid in full.
4,substantiate,She had been asked to <blank> the claim.
4,substantiate,The <blank> evidence had been weak.
4,substantiate,His <blank> of the alibi had been thorough.
4,substantiate,The <blank> had been required by the court.
4,substantiate,She had failed to <blank> her allegations.
4,substantiate,The <blank> document had been submitted.
4,substantiate,His <blank> had been accepted.
4,substantiate,The <blank> had taken months.
4,substantiate,She had <blank>d every point in the report.
4,substantiate,The <blank> had been the key to the case.
4,subterfuge,The <blank> had been discovered in time.
4,subterfuge,She had used <blank> to gain entry.
4,subterfuge,His <blank> had been elaborate but futile.
4,subterfuge,The <blank> had been necessary
4,subterfuge,She had been accused of <blank>.
4,subterfuge,The <blank> had been the only way
4,subterfuge,His <blank> had been exposed by the press.
4,subterfuge,The <blank> had been political.
4,subterfuge,She had resorted to <blank> when all else had failed.
4,subterfuge,The <blank> had been transparent.
4,suggestible,The <blank> patient had been easy to hypnotise.
4,suggestible,She had been <blank> as a child.
4,suggestible,His <blank> nature had been exploited.
4,suggestible,The <blank> witness had been led.
4,suggestible,She had found him highly <blank>.
4,suggestible,The <blank> jury had been dismissed.
4,suggestible,His <blank> state had been noted.
4,suggestible,The <blank> audience had been swayed by the speaker.
4,suggestible,She had warned against <blank> behaviour.
4,suggestible,The <blank> nature of the crowd had been obvious.
4,supercilious,The <blank> glance had made her bristle.
4,supercilious,She had been put off by his <blank> manner.
4,supercilious,His <blank> smile had suggested he knew better.
4,supercilious,The <blank> tone had been unmistakable.
4,supercilious,She had found the <blank> attitude intolerable.
4,supercilious,The <blank> critic had panned the show.
4,supercilious,His <blank> dismissal of the idea had been offensive.
4,supercilious,The <blank> remark had been overheard.
4,supercilious,She had refused to tolerate his <blank> behaviour.
4,supercilious,The <blank> air had been unconvincing.
4,superficial,The <blank> wound had been dressed quickly.
4,superficial,She had found his analysis <blank>.
4,superficial,His <blank> charm had hidden a cold heart.
4,superficial,The <blank> resemblance had been striking but misleading.
4,superficial,She had made only a <blank> examination.
4,superficial,The <blank> reading had missed the point.
4,superficial,His <blank> knowledge had been exposed in the debate.
4,superficial,The <blank> layer had been removed.
4,superficial,She had been accused of <blank> thinking.
4,superficial,The <blank> polish had cracked under pressure.
4,superiority,The <blank> of the product had been proven.
4,superiority,She had been irritated by his air of <blank>.
4,superiority,His <blank> had been numerical as well as moral.
4,superiority,The <blank> complex had been the subject of the play.
4,superiority,She had asserted the <blank> of her method.
4,superiority,The <blank> had been overwhelming.
4,superiority,His <blank> had been assumed rather than earned.
4,superiority,The <blank> of the force had been decisive.
4,superiority,She had felt a sense of <blank> that had shamed her.
4,superiority,The <blank> had been acknowledged by all.
4,supplicate,She had been forced to <blank> for mercy.
4,supplicate,The <blank> had been heard by the king.
4,supplicate,His <blank> had been rejected.
4,supplicate,The <blank> had been made on bended knee.
4,supplicate,She had refused to <blank> to anyone.
4,supplicate,The <blank> had been heartfelt.
4,supplicate,His <blank> had been for the life of his son.
4,supplicate,The <blank> had been granted.
4,supplicate,She had <blank>d the court for more time.
4,supplicate,The <blank> had been the last resort.
4,surreptitious,The <blank> glance had been caught.
4,surreptitious,She had made a <blank> exit through the back door.
4,surreptitious,His <blank> meeting had been photographed.
4,surreptitious,The <blank> recording had been played in court.
4,surreptitious,She had passed him a <blank> note.
4,surreptitious,The <blank> affair had been the talk of the town.
4,surreptitious,His <blank> manner had aroused suspicion.
4,surreptitious,The <blank> visit had been discovered.
4,surreptitious,She had taken a <blank> sip of the drink.
4,surreptitious,The <blank> nature of the operation had been stressed.
4,susceptible,She had been <blank> to colds all winter.
4,susceptible,The <blank> child had caught every bug.
4,susceptible,His <blank> nature had been exploited.
4,susceptible,The <blank> material had been treated.
4,susceptible,She had been <blank> to his charm.
4,susceptible,The <blank> audience had been moved to tears.
4,susceptible,His <blank> pride had been wounded.
4,susceptible,The <blank> plant had been killed by the frost.
4,susceptible,She had found him <blank> to flattery.
4,susceptible,The <blank> point had been identified.
4,sweltering,The <blank> heat had made work impossible.
4,sweltering,She had endured the <blank> afternoon in the attic.
4,sweltering,His <blank> office had had no air conditioning.
4,sweltering,The <blank> conditions had been reported.
4,sweltering,She had sought refuge from the <blank> sun.
4,sweltering,The <blank> crowd had fanned themselves with programmes.
4,sweltering,His <blank> journey had taken five hours.
4,sweltering,The <blank> night had brought no relief.
4,sweltering,She had described the <blank> weather in her letter.
4,sweltering,The <blank> room had been unbearable.
4,sycophancy,The <blank> of the courtiers had been nauseating.
4,sycophancy,She had been disgusted by his <blank>.
4,sycophancy,His <blank> had been rewarded with a title.
4,sycophancy,The <blank> had been the way to get on.
4,sycophancy,She had refused to indulge in <blank>.
4,sycophancy,The <blank> had been transparent to all.
4,sycophancy,His <blank> had known no bounds.
4,sycophancy,The <blank> of the press had been criticised.
4,sycophancy,She had written a satire on <blank>.
4,sycophancy,The <blank> had been the subject of the play.
4,sympathiser,The <blank> had been arrested at the border.
4,sympathiser,She had been accused of being a <blank>.
4,sympathiser,His <blank> had been known to the authorities.
4,sympathiser,The <blank> had provided shelter for the fugitive.
4,sympathiser,She had been a <blank> but not an active one.
4,sympathiser,The <blank> had been tried for treason.
4,sympathiser,His <blank> had been the subject of the investigation.
4,sympathiser,The <blank> network had been broken up.
4,sympathiser,She had written to a known <blank>.
4,sympathiser,The <blank> had been released without charge.
4,synecdoche,The <blank> had been used throughout the poem.
4,synecdoche,She had explained the <blank> to the class.
4,synecdoche,His <blank> had been 'the crown' for the monarchy.
4,synecdoche,The <blank> had been a figure of speech.
4,synecdoche,She had identified the <blank> in the passage.
